Zeit,Temperatur,Feuchtigkeit,Diversitaets-Index,Feldtyp,Feld,Jahrestag,Tag,Woche,Monat
2024-02-11 13:00:00,16.04,76.36,48,Kartoffeln,4,42,11,6,2
2024-02-11 13:00:00,18.04,77.41,48,Karotten,5,42,11,6,2
2024-02-11 14:00:00,16.27,82.11,48,Karotten,1,42,11,6,2
2024-02-11 14:00:00,17.27,73.96,42,Pastinaken,2,42,11,6,2
2024-02-11 14:00:00,16.75,79.88,77,Nutzhanf,3,42,11,6,2
2024-02-11 14:00:00,16.99,72.94,69,Kartoffeln,4,42,11,6,2
2024-02-11 14:00:00,16.89,71.69,30,Karotten,5,42,11,6,2
2024-02-11 15:00:00,18.2,71.32,72,Karotten,1,42,11,6,2
2024-02-11 15:00:00,15.82,77.76,10,Pastinaken,2,42,11,6,2
2024-02-11 15:00:00,15.83,72.98,65,Nutzhanf,3,42,11,6,2
2024-02-11 15:00:00,15.69,73.93,22,Kartoffeln,4,42,11,6,2
2024-02-11 15:00:00,14.46,81.27,60,Karotten,5,42,11,6,2
2024-02-11 16:00:00,15.52,70.76,48,Karotten,1,42,11,6,2
2024-02-11 16:00:00,14.98,75.85,22,Pastinaken,2,42,11,6,2
2024-02-11 16:00:00,15.46,78.57,53,Nutzhanf,3,42,11,6,2
2024-02-11 16:00:00,17.24,79.43,73,Kartoffeln,4,42,11,6,2
2024-02-11 16:00:00,17.56,82.82,64,Karotten,5,42,11,6,2
2024-02-11 17:00:00,21.42,72.39,31,Karotten,1,42,11,6,2
2024-02-11 17:00:00,16.06,72.94,36,Pastinaken,2,42,11,6,2
2024-02-11 17:00:00,17.75,83.48,61,Nutzhanf,3,42,11,6,2
2024-02-11 17:00:00,18.52,83.06,36,Kartoffeln,4,42,11,6,2
2024-02-11 17:00:00,14.6,75.03,31,Karotten,5,42,11,6,2
2024-02-11 18:00:00,16.19,72.66,19,Karotten,1,42,11,6,2
2024-02-11 18:00:00,16.74,81.29,52,Pastinaken,2,42,11,6,2
2024-02-11 18:00:00,15.98,76.67,50,Nutzhanf,3,42,11,6,2
2024-02-11 18:00:00,18.66,73.41,52,Kartoffeln,4,42,11,6,2
2024-02-11 18:00:00,20.27,82.99,44,Karotten,5,42,11,6,2
2024-02-11 19:00:00,14.22,78.4,49,Karotten,1,42,11,6,2
2024-02-11 19:00:00,16.24,80.5,53,Pastinaken,2,42,11,6,2
2024-02-11 19:00:00,19.46,71.19,50,Nutzhanf,3,42,11,6,2
2024-02-11 19:00:00,14.13,70.63,36,Kartoffeln,4,42,11,6,2
2024-02-11 19:00:00,14.51,79.81,69,Karotten,5,42,11,6,2
2024-02-11 20:00:00,17.83,74.77,17,Karotten,1,42,11,6,2
2024-02-11 20:00:00,15.19,84.74,36,Pastinaken,2,42,11,6,2
2024-02-11 20:00:00,14.28,84.3,69,Nutzhanf,3,42,11,6,2
2024-02-11 20:00:00,16.73,76.2,14,Kartoffeln,4,42,11,6,2
2024-02-11 20:00:00,12.03,74.13,41,Karotten,5,42,11,6,2
2024-02-11 21:00:00,17.14,73.0,44,Karotten,1,42,11,6,2
2024-02-11 21:00:00,14.82,66.13,21,Pastinaken,2,42,11,6,2
2024-02-11 21:00:00,16.63,73.07,67,Nutzhanf,3,42,11,6,2
2024-02-11 21:00:00,14.35,74.09,37,Kartoffeln,4,42,11,6,2
2024-02-11 21:00:00,15.69,70.35,38,Karotten,5,42,11,6,2
2024-02-11 22:00:00,14.81,78.63,57,Karotten,1,42,11,6,2
2024-02-11 22:00:00,15.03,78.8,59,Pastinaken,2,42,11,6,2
2024-02-11 22:00:00,13.62,84.17,74,Nutzhanf,3,42,11,6,2
2024-02-11 22:00:00,16.69,83.69,21,Kartoffeln,4,42,11,6,2
2024-02-11 22:00:00,12.53,77.93,10,Karotten,5,42,11,6,2
2024-02-11 23:00:00,17.52,82.67,44,Karotten,1,42,11,6,2
2024-02-11 23:00:00,17.39,79.86,48,Pastinaken,2,42,11,6,2
2024-02-11 23:00:00,16.25,80.57,67,Nutzhanf,3,42,11,6,2
2024-02-11 23:00:00,16.11,82.01,54,Kartoffeln,4,42,11,6,2
2024-02-11 23:00:00,15.35,69.49,28,Karotten,5,42,11,6,2
2024-02-12 00:00:00,16.27,74.1,53,Karotten,1,43,12,7,2
2024-02-12 00:00:00,18.58,79.43,57,Pastinaken,2,43,12,7,2
2024-02-12 00:00:00,16.43,71.48,79,Nutzhanf,3,43,12,7,2
2024-02-12 00:00:00,15.6,82.56,10,Kartoffeln,4,43,12,7,2
2024-02-12 00:00:00,16.26,69.66,10,Karotten,5,43,12,7,2
2024-02-12 01:00:00,16.02,84.2,17,Karotten,1,43,12,7,2
2024-02-12 01:00:00,17.17,81.95,80,Pastinaken,2,43,12,7,2
2024-02-12 01:00:00,17.44,84.09,68,Nutzhanf,3,43,12,7,2
2024-02-12 01:00:00,19.95,80.77,65,Kartoffeln,4,43,12,7,2
2024-02-12 01:00:00,18.28,70.12,53,Karotten,5,43,12,7,2
2024-02-12 02:00:00,17.15,80.48,73,Karotten,1,43,12,7,2
2024-02-12 02:00:00,18.05,77.13,37,Pastinaken,2,43,12,7,2
2024-02-12 02:00:00,13.37,68.27,76,Nutzhanf,3,43,12,7,2
2024-02-12 02:00:00,15.1,78.08,24,Kartoffeln,4,43,12,7,2
2024-02-12 02:00:00,12.19,81.95,10,Karotten,5,43,12,7,2
2024-02-12 03:00:00,14.99,73.86,53,Karotten,1,43,12,7,2
2024-02-12 03:00:00,15.55,66.67,45,Pastinaken,2,43,12,7,2
2024-02-12 03:00:00,16.95,76.22,54,Nutzhanf,3,43,12,7,2
2024-02-12 03:00:00,16.58,72.57,36,Kartoffeln,4,43,12,7,2
2024-02-12 03:00:00,11.75,73.17,35,Karotten,5,43,12,7,2
2024-02-12 04:00:00,18.08,71.81,72,Karotten,1,43,12,7,2
2024-02-12 04:00:00,16.45,77.07,53,Pastinaken,2,43,12,7,2
2024-02-12 04:00:00,20.68,76.5,53,Nutzhanf,3,43,12,7,2
2024-02-12 04:00:00,19.02,77.21,57,Kartoffeln,4,43,12,7,2
2024-02-12 04:00:00,15.83,80.57,24,Karotten,5,43,12,7,2
2024-02-12 05:00:00,15.7,66.65,10,Karotten,1,43,12,7,2
2024-02-12 05:00:00,12.73,66.26,10,Pastinaken,2,43,12,7,2
2024-02-12 05:00:00,12.09,79.21,60,Nutzhanf,3,43,12,7,2
2024-02-12 05:00:00,19.3,77.53,32,Kartoffeln,4,43,12,7,2
2024-02-12 05:00:00,16.44,70.81,59,Karotten,5,43,12,7,2
2024-02-12 06:00:00,15.66,68.71,29,Karotten,1,43,12,7,2
2024-02-12 06:00:00,20.36,76.62,70,Pastinaken,2,43,12,7,2
2024-02-12 06:00:00,20.38,74.15,83,Nutzhanf,3,43,12,7,2
2024-02-12 06:00:00,20.58,71.77,23,Kartoffeln,4,43,12,7,2
2024-02-12 06:00:00,15.87,84.7,10,Karotten,5,43,12,7,2
2024-02-12 07:00:00,18.97,75.87,10,Karotten,1,43,12,7,2
2024-02-12 07:00:00,18.04,84.14,59,Pastinaken,2,43,12,7,2
2024-02-12 07:00:00,16.01,73.56,57,Nutzhanf,3,43,12,7,2
2024-02-12 07:00:00,16.72,82.06,29,Kartoffeln,4,43,12,7,2
2024-02-12 07:00:00,17.25,74.47,64,Karotten,5,43,12,7,2
2024-02-12 08:00:00,15.9,84.13,10,Karotten,1,43,12,7,2
2024-02-12 08:00:00,14.76,81.19,34,Pastinaken,2,43,12,7,2
2024-02-12 08:00:00,17.92,89.69,50,Nutzhanf,3,43,12,7,2
2024-02-12 08:00:00,16.01,72.63,45,Kartoffeln,4,43,12,7,2
2024-02-12 08:00:00,20.77,81.97,10,Karotten,5,43,12,7,2
2024-02-12 09:00:00,18.13,84.64,32,Karotten,1,43,12,7,2
2024-02-12 09:00:00,15.96,78.95,53,Pastinaken,2,43,12,7,2
2024-02-12 09:00:00,17.93,74.52,56,Nutzhanf,3,43,12,7,2
2024-02-12 09:00:00,16.06,72.37,23,Kartoffeln,4,43,12,7,2
2024-02-12 09:00:00,16.22,65.84,55,Karotten,5,43,12,7,2
2024-02-12 10:00:00,14.96,77.85,57,Karotten,1,43,12,7,2
2024-02-12 10:00:00,16.55,67.22,10,Pastinaken,2,43,12,7,2
2024-02-12 10:00:00,21.17,83.21,68,Nutzhanf,3,43,12,7,2
2024-02-12 10:00:00,17.3,68.27,10,Kartoffeln,4,43,12,7,2
2024-02-12 10:00:00,19.4,67.21,52,Karotten,5,43,12,7,2
2024-02-12 11:00:00,17.67,82.27,69,Karotten,1,43,12,7,2
2024-02-12 11:00:00,14.17,75.07,58,Pastinaken,2,43,12,7,2
2024-02-12 11:00:00,15.12,76.6,95,Nutzhanf,3,43,12,7,2
2024-02-12 11:00:00,14.89,70.19,64,Kartoffeln,4,43,12,7,2
2024-02-12 11:00:00,18.44,79.05,68,Karotten,5,43,12,7,2
2024-02-12 12:00:00,16.73,81.1,34,Karotten,1,43,12,7,2
2024-02-12 12:00:00,16.79,82.95,52,Pastinaken,2,43,12,7,2
2024-02-12 12:00:00,21.19,77.96,54,Nutzhanf,3,43,12,7,2
2024-02-12 12:00:00,19.5,71.68,25,Kartoffeln,4,43,12,7,2
2024-02-12 12:00:00,17.12,79.48,31,Karotten,5,43,12,7,2
2024-02-12 13:00:00,17.8,73.06,14,Karotten,1,43,12,7,2
2024-02-12 13:00:00,19.0,69.55,11,Pastinaken,2,43,12,7,2
2024-02-12 13:00:00,15.22,82.31,50,Nutzhanf,3,43,12,7,2
2024-02-12 13:00:00,16.73,80.76,74,Kartoffeln,4,43,12,7,2
2024-02-12 13:00:00,18.6,81.83,48,Karotten,5,43,12,7,2
2024-02-12 14:00:00,14.24,67.19,53,Karotten,1,43,12,7,2
2024-02-12 14:00:00,16.04,76.34,30,Pastinaken,2,43,12,7,2
2024-02-12 14:00:00,16.99,70.44,72,Nutzhanf,3,43,12,7,2
2024-02-12 14:00:00,16.55,78.04,42,Kartoffeln,4,43,12,7,2
2024-02-12 14:00:00,15.83,81.27,30,Karotten,5,43,12,7,2
2024-02-12 15:00:00,17.9,77.57,74,Karotten,1,43,12,7,2
2024-02-12 15:00:00,15.61,90.26,53,Pastinaken,2,43,12,7,2
2024-02-12 15:00:00,18.99,83.94,74,Nutzhanf,3,43,12,7,2
2024-02-12 15:00:00,18.06,81.02,58,Kartoffeln,4,43,12,7,2
2024-02-12 15:00:00,17.01,80.61,25,Karotten,5,43,12,7,2
2024-02-12 16:00:00,17.14,77.88,34,Karotten,1,43,12,7,2
2024-02-12 16:00:00,19.59,79.08,38,Pastinaken,2,43,12,7,2
2024-02-12 16:00:00,15.11,67.32,54,Nutzhanf,3,43,12,7,2
2024-02-12 16:00:00,19.09,83.72,32,Kartoffeln,4,43,12,7,2
2024-02-12 16:00:00,15.87,73.19,54,Karotten,5,43,12,7,2
2024-02-12 17:00:00,14.1,78.39,43,Karotten,1,43,12,7,2
2024-02-12 17:00:00,16.02,84.13,19,Pastinaken,2,43,12,7,2
2024-02-12 17:00:00,16.96,72.3,83,Nutzhanf,3,43,12,7,2
2024-02-12 17:00:00,15.39,67.19,30,Kartoffeln,4,43,12,7,2
2024-02-12 17:00:00,18.35,82.59,48,Karotten,5,43,12,7,2
2024-02-12 18:00:00,16.13,82.94,71,Karotten,1,43,12,7,2
2024-02-12 18:00:00,18.76,88.21,32,Pastinaken,2,43,12,7,2
2024-02-12 18:00:00,18.54,78.09,83,Nutzhanf,3,43,12,7,2
2024-02-12 18:00:00,21.18,67.24,63,Kartoffeln,4,43,12,7,2
2024-02-12 18:00:00,14.23,71.32,68,Karotten,5,43,12,7,2
2024-02-12 19:00:00,15.23,79.85,53,Karotten,1,43,12,7,2
2024-02-12 19:00:00,17.82,82.67,25,Pastinaken,2,43,12,7,2
2024-02-12 19:00:00,17.46,84.69,67,Nutzhanf,3,43,12,7,2
2024-02-12 19:00:00,15.98,76.96,19,Kartoffeln,4,43,12,7,2
2024-02-12 19:00:00,15.5,70.61,51,Karotten,5,43,12,7,2
2024-02-12 20:00:00,14.89,69.78,63,Karotten,1,43,12,7,2
2024-02-12 20:00:00,15.54,76.59,47,Pastinaken,2,43,12,7,2
2024-02-12 20:00:00,17.49,70.23,55,Nutzhanf,3,43,12,7,2
2024-02-12 20:00:00,19.98,73.23,60,Kartoffeln,4,43,12,7,2
2024-02-12 20:00:00,16.46,76.36,15,Karotten,5,43,12,7,2
2024-02-12 21:00:00,18.76,86.81,10,Karotten,1,43,12,7,2
2024-02-12 21:00:00,18.61,78.97,25,Pastinaken,2,43,12,7,2
2024-02-12 21:00:00,13.91,72.89,55,Nutzhanf,3,43,12,7,2
2024-02-12 21:00:00,17.2,67.07,65,Kartoffeln,4,43,12,7,2
2024-02-12 21:00:00,13.24,86.38,50,Karotten,5,43,12,7,2
2024-02-12 22:00:00,18.01,87.85,54,Karotten,1,43,12,7,2
2024-02-12 22:00:00,11.96,77.49,51,Pastinaken,2,43,12,7,2
2024-02-12 22:00:00,17.96,75.23,52,Nutzhanf,3,43,12,7,2
2024-02-12 22:00:00,14.54,76.95,10,Kartoffeln,4,43,12,7,2
2024-02-12 22:00:00,15.41,78.25,46,Karotten,5,43,12,7,2
2024-02-12 23:00:00,19.02,65.18,12,Karotten,1,43,12,7,2
2024-02-12 23:00:00,17.02,76.87,22,Pastinaken,2,43,12,7,2
2024-02-12 23:00:00,19.45,79.45,54,Nutzhanf,3,43,12,7,2
2024-02-12 23:00:00,16.96,76.65,48,Kartoffeln,4,43,12,7,2
2024-02-12 23:00:00,13.8,78.07,23,Karotten,5,43,12,7,2
2024-02-13 00:00:00,18.3,72.84,16,Karotten,1,44,13,7,2
2024-02-13 00:00:00,20.01,85.2,24,Pastinaken,2,44,13,7,2
2024-02-13 00:00:00,19.59,74.96,89,Nutzhanf,3,44,13,7,2
2024-02-13 00:00:00,17.2,77.15,59,Kartoffeln,4,44,13,7,2
2024-02-13 00:00:00,18.58,80.15,51,Karotten,5,44,13,7,2
2024-02-13 01:00:00,17.07,77.13,45,Karotten,1,44,13,7,2
2024-02-13 01:00:00,18.13,79.93,49,Pastinaken,2,44,13,7,2
2024-02-13 01:00:00,16.94,71.54,92,Nutzhanf,3,44,13,7,2
2024-02-13 01:00:00,19.15,79.23,46,Kartoffeln,4,44,13,7,2
2024-02-13 01:00:00,16.55,75.25,34,Karotten,5,44,13,7,2
2024-02-13 02:00:00,16.82,77.26,70,Karotten,1,44,13,7,2
2024-02-13 02:00:00,13.73,82.59,57,Pastinaken,2,44,13,7,2
2024-02-13 02:00:00,15.52,80.28,50,Nutzhanf,3,44,13,7,2
2024-02-13 02:00:00,15.72,71.17,43,Kartoffeln,4,44,13,7,2
2024-02-13 02:00:00,19.49,68.69,67,Karotten,5,44,13,7,2
2024-02-13 03:00:00,14.6,70.85,51,Karotten,1,44,13,7,2
2024-02-13 03:00:00,21.21,67.58,53,Pastinaken,2,44,13,7,2
2024-02-13 03:00:00,15.34,76.31,87,Nutzhanf,3,44,13,7,2
2024-02-13 03:00:00,15.53,77.05,44,Kartoffeln,4,44,13,7,2
2024-02-13 03:00:00,18.26,79.77,24,Karotten,5,44,13,7,2
2024-02-13 04:00:00,17.19,75.84,49,Karotten,1,44,13,7,2
2024-02-13 04:00:00,17.75,81.96,75,Pastinaken,2,44,13,7,2
2024-02-13 04:00:00,14.61,72.36,70,Nutzhanf,3,44,13,7,2
2024-02-13 04:00:00,16.9,80.07,20,Kartoffeln,4,44,13,7,2
2024-02-13 04:00:00,17.8,67.53,15,Karotten,5,44,13,7,2
2024-02-13 05:00:00,18.78,79.08,10,Karotten,1,44,13,7,2
2024-02-13 05:00:00,14.93,73.1,58,Pastinaken,2,44,13,7,2
2024-02-13 05:00:00,16.78,70.71,50,Nutzhanf,3,44,13,7,2
2024-02-13 05:00:00,17.16,69.13,78,Kartoffeln,4,44,13,7,2
2024-02-13 05:00:00,14.76,77.52,22,Karotten,5,44,13,7,2
2024-02-13 06:00:00,17.6,73.92,37,Karotten,1,44,13,7,2
2024-02-13 06:00:00,16.35,81.64,34,Pastinaken,2,44,13,7,2
2024-02-13 06:00:00,18.11,74.93,67,Nutzhanf,3,44,13,7,2
2024-02-13 06:00:00,17.93,76.31,32,Kartoffeln,4,44,13,7,2
2024-02-13 06:00:00,18.39,69.41,45,Karotten,5,44,13,7,2
2024-02-13 07:00:00,18.75,67.16,46,Karotten,1,44,13,7,2
2024-02-13 07:00:00,20.83,73.0,29,Pastinaken,2,44,13,7,2
2024-02-13 07:00:00,17.53,82.03,98,Nutzhanf,3,44,13,7,2
2024-02-13 07:00:00,17.97,73.59,54,Kartoffeln,4,44,13,7,2
2024-02-13 07:00:00,19.71,72.16,32,Karotten,5,44,13,7,2
2024-02-13 08:00:00,17.96,77.67,29,Karotten,1,44,13,7,2
2024-02-13 08:00:00,16.08,77.11,56,Pastinaken,2,44,13,7,2
2024-02-13 08:00:00,16.65,72.46,91,Nutzhanf,3,44,13,7,2
2024-02-13 08:00:00,16.39,71.96,10,Kartoffeln,4,44,13,7,2
2024-02-13 08:00:00,19.01,77.9,33,Karotten,5,44,13,7,2
2024-02-13 09:00:00,18.25,72.46,13,Karotten,1,44,13,7,2
2024-02-13 09:00:00,14.74,80.06,15,Pastinaken,2,44,13,7,2
2024-02-13 09:00:00,15.17,69.43,56,Nutzhanf,3,44,13,7,2
2024-02-13 09:00:00,17.17,75.0,17,Kartoffeln,4,44,13,7,2
2024-02-13 09:00:00,15.26,71.86,28,Karotten,5,44,13,7,2
2024-02-13 10:00:00,14.98,80.12,25,Karotten,1,44,13,7,2
2024-02-13 10:00:00,16.86,81.6,40,Pastinaken,2,44,13,7,2
2024-02-13 10:00:00,19.56,71.66,64,Nutzhanf,3,44,13,7,2
2024-02-13 10:00:00,18.32,73.81,41,Kartoffeln,4,44,13,7,2
2024-02-13 10:00:00,18.03,80.53,61,Karotten,5,44,13,7,2
2024-02-13 11:00:00,20.85,71.55,42,Karotten,1,44,13,7,2
2024-02-13 11:00:00,20.3,71.53,37,Pastinaken,2,44,13,7,2
2024-02-13 11:00:00,16.37,81.59,78,Nutzhanf,3,44,13,7,2
2024-02-13 11:00:00,15.8,80.99,38,Kartoffeln,4,44,13,7,2
2024-02-13 11:00:00,15.22,69.0,35,Karotten,5,44,13,7,2
2024-02-13 12:00:00,16.8,75.41,64,Karotten,1,44,13,7,2
2024-02-13 12:00:00,15.7,81.89,18,Pastinaken,2,44,13,7,2
2024-02-13 12:00:00,16.56,71.23,84,Nutzhanf,3,44,13,7,2
2024-02-13 12:00:00,19.85,74.77,39,Kartoffeln,4,44,13,7,2
2024-02-13 12:00:00,19.85,74.13,42,Karotten,5,44,13,7,2
2024-02-13 13:00:00,15.8,80.95,36,Karotten,1,44,13,7,2
2024-02-13 13:00:00,16.69,79.13,54,Pastinaken,2,44,13,7,2
2024-02-13 13:00:00,17.11,77.89,81,Nutzhanf,3,44,13,7,2
2024-02-13 13:00:00,18.13,71.91,37,Kartoffeln,4,44,13,7,2
2024-02-13 13:00:00,17.57,84.27,29,Karotten,5,44,13,7,2
2024-02-13 14:00:00,16.79,75.09,35,Karotten,1,44,13,7,2
2024-02-13 14:00:00,17.4,71.98,37,Pastinaken,2,44,13,7,2
2024-02-13 14:00:00,18.03,68.39,50,Nutzhanf,3,44,13,7,2
2024-02-13 14:00:00,19.72,80.13,57,Kartoffeln,4,44,13,7,2
2024-02-13 14:00:00,18.57,68.09,61,Karotten,5,44,13,7,2
2024-02-13 15:00:00,15.35,72.96,42,Karotten,1,44,13,7,2
2024-02-13 15:00:00,15.06,78.36,69,Pastinaken,2,44,13,7,2
2024-02-13 15:00:00,19.38,71.39,84,Nutzhanf,3,44,13,7,2
2024-02-13 15:00:00,17.63,76.96,80,Kartoffeln,4,44,13,7,2
2024-02-13 15:00:00,15.07,78.39,10,Karotten,5,44,13,7,2
2024-02-13 16:00:00,13.42,80.97,47,Karotten,1,44,13,7,2
2024-02-13 16:00:00,19.53,78.15,41,Pastinaken,2,44,13,7,2
2024-02-13 16:00:00,16.7,78.65,65,Nutzhanf,3,44,13,7,2
2024-02-13 16:00:00,17.15,64.8,10,Kartoffeln,4,44,13,7,2
2024-02-13 16:00:00,18.2,82.71,23,Karotten,5,44,13,7,2
2024-02-13 17:00:00,19.25,84.25,44,Karotten,1,44,13,7,2
2024-02-13 17:00:00,18.12,81.56,42,Pastinaken,2,44,13,7,2
2024-02-13 17:00:00,17.04,73.51,53,Nutzhanf,3,44,13,7,2
2024-02-13 17:00:00,13.78,65.76,14,Kartoffeln,4,44,13,7,2
2024-02-13 17:00:00,14.01,67.07,35,Karotten,5,44,13,7,2
2024-02-13 18:00:00,16.65,80.69,47,Karotten,1,44,13,7,2
2024-02-13 18:00:00,16.42,78.88,48,Pastinaken,2,44,13,7,2
2024-02-13 18:00:00,16.28,77.79,66,Nutzhanf,3,44,13,7,2
2024-02-13 18:00:00,18.81,73.18,16,Kartoffeln,4,44,13,7,2
2024-02-13 18:00:00,15.27,83.58,23,Karotten,5,44,13,7,2
2024-02-13 19:00:00,12.14,79.87,43,Karotten,1,44,13,7,2
2024-02-13 19:00:00,17.52,75.0,43,Pastinaken,2,44,13,7,2
2024-02-13 19:00:00,16.27,70.12,82,Nutzhanf,3,44,13,7,2
2024-02-13 19:00:00,17.91,78.74,56,Kartoffeln,4,44,13,7,2
2024-02-13 19:00:00,19.03,68.2,32,Karotten,5,44,13,7,2
2024-02-13 20:00:00,15.83,74.88,45,Karotten,1,44,13,7,2
2024-02-13 20:00:00,16.12,75.12,27,Pastinaken,2,44,13,7,2
2024-02-13 20:00:00,16.57,63.11,93,Nutzhanf,3,44,13,7,2
2024-02-13 20:00:00,17.54,76.42,14,Kartoffeln,4,44,13,7,2
2024-02-13 20:00:00,16.91,71.21,62,Karotten,5,44,13,7,2
2024-02-13 21:00:00,16.01,81.6,17,Karotten,1,44,13,7,2
2024-02-13 21:00:00,19.04,71.85,26,Pastinaken,2,44,13,7,2
2024-02-13 21:00:00,14.53,72.35,88,Nutzhanf,3,44,13,7,2
2024-02-13 21:00:00,17.0,79.56,24,Kartoffeln,4,44,13,7,2
2024-02-13 21:00:00,14.72,74.9,57,Karotten,5,44,13,7,2
2024-02-13 22:00:00,12.99,79.42,33,Karotten,1,44,13,7,2
2024-02-13 22:00:00,18.04,65.12,44,Pastinaken,2,44,13,7,2
2024-02-13 22:00:00,19.2,70.86,87,Nutzhanf,3,44,13,7,2
2024-02-13 22:00:00,16.32,71.27,35,Kartoffeln,4,44,13,7,2
2024-02-13 22:00:00,16.58,83.49,29,Karotten,5,44,13,7,2
2024-02-13 23:00:00,16.86,79.49,29,Karotten,1,44,13,7,2
2024-02-13 23:00:00,15.68,73.55,53,Pastinaken,2,44,13,7,2
2024-02-13 23:00:00,14.54,71.42,66,Nutzhanf,3,44,13,7,2
2024-02-13 23:00:00,14.03,77.6,52,Kartoffeln,4,44,13,7,2
2024-02-13 23:00:00,21.48,75.91,46,Karotten,5,44,13,7,2
2024-02-14 00:00:00,17.96,74.87,37,Karotten,1,45,14,7,2
2024-02-14 00:00:00,18.85,63.3,10,Pastinaken,2,45,14,7,2
2024-02-14 00:00:00,14.67,77.62,50,Nutzhanf,3,45,14,7,2
2024-02-14 00:00:00,19.0,74.25,45,Kartoffeln,4,45,14,7,2
2024-02-14 00:00:00,19.65,70.96,35,Karotten,5,45,14,7,2
2024-02-14 01:00:00,18.87,76.64,19,Karotten,1,45,14,7,2
2024-02-14 01:00:00,19.58,76.76,21,Pastinaken,2,45,14,7,2
2024-02-14 01:00:00,15.89,69.31,70,Nutzhanf,3,45,14,7,2
2024-02-14 01:00:00,12.49,78.05,20,Kartoffeln,4,45,14,7,2
2024-02-14 01:00:00,18.54,87.06,30,Karotten,5,45,14,7,2
2024-02-14 02:00:00,17.3,77.26,52,Karotten,1,45,14,7,2
2024-02-14 02:00:00,17.92,74.29,10,Pastinaken,2,45,14,7,2
2024-02-14 02:00:00,16.07,78.3,55,Nutzhanf,3,45,14,7,2
2024-02-14 02:00:00,17.88,73.11,43,Kartoffeln,4,45,14,7,2
2024-02-14 02:00:00,20.13,70.69,49,Karotten,5,45,14,7,2
2024-02-14 03:00:00,17.87,81.22,44,Karotten,1,45,14,7,2
2024-02-14 03:00:00,22.0,77.45,31,Pastinaken,2,45,14,7,2
2024-02-14 03:00:00,16.06,70.99,50,Nutzhanf,3,45,14,7,2
2024-02-14 03:00:00,14.22,69.21,22,Kartoffeln,4,45,14,7,2
2024-02-14 03:00:00,15.44,70.74,69,Karotten,5,45,14,7,2
2024-02-14 04:00:00,15.59,78.91,25,Karotten,1,45,14,7,2
2024-02-14 04:00:00,14.1,73.77,30,Pastinaken,2,45,14,7,2
2024-02-14 04:00:00,15.19,71.59,62,Nutzhanf,3,45,14,7,2
2024-02-14 04:00:00,18.39,78.5,42,Kartoffeln,4,45,14,7,2
2024-02-14 04:00:00,17.09,77.58,42,Karotten,5,45,14,7,2
2024-02-14 05:00:00,17.96,70.06,59,Karotten,1,45,14,7,2
2024-02-14 05:00:00,15.6,76.71,56,Pastinaken,2,45,14,7,2
2024-02-14 05:00:00,16.88,71.38,87,Nutzhanf,3,45,14,7,2
2024-02-14 05:00:00,19.86,74.38,32,Kartoffeln,4,45,14,7,2
2024-02-14 05:00:00,15.91,76.87,61,Karotten,5,45,14,7,2
2024-02-14 06:00:00,16.13,72.5,31,Karotten,1,45,14,7,2
2024-02-14 06:00:00,13.23,76.72,41,Pastinaken,2,45,14,7,2
2024-02-14 06:00:00,18.31,70.3,80,Nutzhanf,3,45,14,7,2
2024-02-14 06:00:00,14.98,71.75,51,Kartoffeln,4,45,14,7,2
2024-02-14 06:00:00,17.84,70.04,15,Karotten,5,45,14,7,2
2024-02-14 07:00:00,18.68,78.84,46,Karotten,1,45,14,7,2
2024-02-14 07:00:00,16.76,71.36,43,Pastinaken,2,45,14,7,2
2024-02-14 07:00:00,18.03,78.16,72,Nutzhanf,3,45,14,7,2
2024-02-14 07:00:00,16.44,77.58,75,Kartoffeln,4,45,14,7,2
2024-02-14 07:00:00,14.38,72.2,46,Karotten,5,45,14,7,2
2024-02-14 08:00:00,15.59,81.43,20,Karotten,1,45,14,7,2
2024-02-14 08:00:00,15.33,72.79,28,Pastinaken,2,45,14,7,2
2024-02-14 08:00:00,19.98,81.41,56,Nutzhanf,3,45,14,7,2
2024-02-14 08:00:00,17.45,79.59,34,Kartoffeln,4,45,14,7,2
2024-02-14 08:00:00,16.97,89.21,14,Karotten,5,45,14,7,2
2024-02-14 09:00:00,17.59,78.59,12,Karotten,1,45,14,7,2
2024-02-14 09:00:00,15.37,87.3,10,Pastinaken,2,45,14,7,2
2024-02-14 09:00:00,19.51,76.72,56,Nutzhanf,3,45,14,7,2
2024-02-14 09:00:00,16.29,74.57,10,Kartoffeln,4,45,14,7,2
2024-02-14 09:00:00,14.53,73.43,64,Karotten,5,45,14,7,2
2024-02-14 10:00:00,16.3,66.08,39,Karotten,1,45,14,7,2
2024-02-14 10:00:00,14.88,79.7,40,Pastinaken,2,45,14,7,2
2024-02-14 10:00:00,18.71,77.65,51,Nutzhanf,3,45,14,7,2
2024-02-14 10:00:00,18.96,66.32,38,Kartoffeln,4,45,14,7,2
2024-02-14 10:00:00,20.73,77.07,42,Karotten,5,45,14,7,2
2024-02-14 11:00:00,16.75,74.76,14,Karotten,1,45,14,7,2
2024-02-14 11:00:00,16.44,79.78,10,Pastinaken,2,45,14,7,2
2024-02-14 11:00:00,15.15,70.79,57,Nutzhanf,3,45,14,7,2
2024-02-14 11:00:00,16.15,71.81,32,Kartoffeln,4,45,14,7,2
2024-02-14 11:00:00,17.15,69.13,52,Karotten,5,45,14,7,2
